text,label
Ya gota be fecken kiddin me ST PATRICK WAS NOT BLACK !!!!!!!!!,noHate
I hope their is some sort off protest about this,noHate
Hopefully they will get deportation orders and be on the next flight back to Cairo .,hate
Ireland does n't need arab scum like these .,hate
The cw are a nationalist/white pride group and have been around since 02 .,noHate
"Do they expect us to go out and welcome these leeches on our society with open arms. they should give them zyklon b for lunch , thad would help the suitation !!!",hate
Beware of the falling house prices that Negroes bring with them ( another reason why you 'll never find them living near politicans ) .,hate
"When I look at the Zimbawee 's Mugabe , I think `` Ape '' or `` Gorilla '' .",hate
"I bet quiet a few white 's or black 's in Zimbawee , think `` Ape '' or `` Gorilla '' .",noHate
"The White Horse gig was by far the best gig EVER by a Racial band in Ireland , and a packed house too ...",noHate
Mass white immigration is Ireland 's current scourge and should be slashed by 95-97 % ..,hate
"the white race will soon be on the brink of being a minority in a few years if nothing is done to stop these vile hordes invading our lands , I for one do not want to live in a city like Bradford or Birmingham where we are outnumbered 2 to 1 or worse",hate
"yeah but you live in a big country , N. Ireland is quite small yet large numbers of the scum are invading these shores every day",hate
i SEE UTV DID NOT POST MY COMMENTS TYPICAL SPREAD THE WORD THROUGHOUT IRELAND RUN THESE INVADERS OUT GO HOME AFGANIES WOULD YOU SEE US DOING THIS IN YOUR COUNTRY ??????????????????????????????????????????? ??,hate
I seen Chingford do Dirty Bastard UGH what a horrible cover ..,noHate
Seen some girl about 6 years old begging on grafton street once and we were coming out of a shop a few mins later when her father pulls up in a decent car. scum. the lot of them .,hate
11000 euro !?! * * * * ing scum ! i wonder if anyone would get anything if they set themselves up in a polish area and started begging. they would probably get a * * * * ing beating .,hate
Junior Minister Pat Gallagher is at the centre of a Garda investigation after the disappearance of nine Bangladeshis .,noHate
"Boy, those same blacks get awful mad when you have a sign saying `` No to a black Africa '' , then it becomes wrong .",hate
I was just about to say the same as Draiodoir .,noHate
Stuff like that needs to be shared on Facebook to wake Canadians up .,noHate
"http://www.nature.com/news/2011/1109....2011.518.html This site is great for our cause .. It tells a whole different story through DNA , not political BS .",noHate
"im not sure if the thread just died down or that was all the interest from Manitoba , I hope a few more read this and decide to form a commune",noHate
"Explain to them this is wrong. send mass emails explaining the science behind it , and tell everyone not to breed with them .",hate
"Brampton here , or hell as I call it .",noHate
I'm with you on that one brother. that 's why I suggested in my first post that you use Stormfront as a casual second source. the bulk of the people on here use it as a sort of Dungeons and Dragons our fantasy football league and they have no real interest in being active .,noHate
Gonna have to do it as soon as I can .,noHate
Hoping to meet some NS girls if any single ones even exist lol .,noHate
Yeah they are buying a lot of houses around my area to probz so they can house there massive inbred family when they come over to the UK .,hate
"It only took Labour ten years to bring more immigrants * cough * invaders , here than had ever migrated here in the last 5 thousand years .",hate
I do n't think we want to throw them under a bus but they certainly are stealing our livelihoods and forcing up our rents and house prices .,hate
"evening all , i 've lurkin around for some time reading threads , etc .",noHate
Been a nationalist for ages so a few days ago i decided to pull me finger out and sign up .,noHate
"Hello Thomas & welcome to SFBritain Good to have another young lad on board .. have a look through the youth section , good info .",noHate
And yet they attacked the SDL for attempting to publicly mourn the violent death of a white man racially murdered by two paki men !,noHate
"I havent seen a white security gaurd for years.although i did see a black security gaurd chasing a lithuanian shoplifter a few weeks ago it was hilarious.i was waiting to cross the road when i saw this guy run from the shop with a bag full of meat and cheese , he got two steps out of the shop and tripped up the bag fell in the road with the shoplifter almost getting run over , he got straight up and run like the wind chased by security ( who failed to catch the thief )",noHate
"This is the last straw , how much more will damage Europe and Western civilization these Zionists ?",hate
It is your family and you are their blood just avoid argue with them and humor them .,noHate
Indeed.,noHate
"Thanks to the imported filth that , like our land under its current occupation .",hate
Is so readily happy to `` welcome '' .,noHate
That 's it I slag off anyone who did n't vote BNP or NF .,hate
There are no excuses .,noHate
Asmodean,noHate
Assuming it 's not a public phone number I 'd put adverts in phone boxes saying he takes it up the bum for a tenner .,noHate
I 'm a proud white male new to these forums .,noHate
They are supporting the destruction of their future generations .,hate
"And I thought this was slavic thread let 's continue about slavic countries and heritage , it 's not all about dispute between greece and rep.macedonia , no offence .",noHate
"POLICE ARREST MOORE STREET , DUBLIN CITY CENTRE - 1 - YouTube http://www.youtube.com/watch ? v = LY-6O4ChVA8 Wait till the blacks riot and and attack cops i give a few years and they will be full scale black riots in Ireland .",hate
Dunnes strikers to attend funeral - BelfastTelegraph.co.uk Lets hope these reds are n't mistaken for the usual white targets of these jungle savages !,hate
Hi guys I am thinking of going to Katowice at the weekend .,noHate
"Ireland joins International Task Force on Holocaust Education , Remembrance and Research Ireland has been accepted as a member country of the International Task Force on Holocaust Education , Remembrance and Research ( ITF ) .",noHate
